zone_id,zone_name,centroid_lat,centroid_lon,lat_std,lon_std,total_violations,parking_related_violations,non_parking_violations,violation_density,hotspot_score,hotspot_band,top_police_station,top_junction,top_location,peak_hour_violations,morning_peak_violations,evening_peak_violations,weekend_violations,weekday_violations,night_violations,unique_violation_types,unique_vehicle_classes,unique_locations,unique_junctions,recency_weight_sum,dominant_hour,dominant_time_bucket,dominant_day_name,peak_share,violations_nov,violations_dec,violations_jan,violations_feb,violations_mar,violations_apr,month_over_month_trend,recurring_hotspot_flag
ZONE_143,Whitefield Main Road / Whitefield Zone,12.967912384523329,77.74959885434208,0.0017837840841251156,0.0004129071250749481,119,210,1,0.000851,35.38,High,Whitefield,No Junction,"Whitefield Main Road, HBK Layout, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",93,93,0,30,89,20,5,4,21,1,29.093065763419425,7,morning_peak,Monday,0.7815,44,21,13,13,22,6,-0.2694,1
ZONE_093,8th Main Road / Banashankari Zone,12.934975759016393,77.53651790614754,0.00017372615163523973,0.0002706816267292366,244,244,11,0.00493,34.59,High,Banashankari,No Junction,"8th Main Road, Veerannana Guda, Veerabhadra Nagar, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)",15,15,0,27,217,221,3,5,15,1,28.57593211662134,2,night,Thursday,0.0615,58,103,44,30,9,0,-0.4117,1
ZONE_132,Dr Rajgopal Road / Kodigehalli Zone,13.036614500714286,77.57477852357144,0.0007677195520337483,0.000299953755334467,140,142,3,0.002004,34.43,High,Kodigehalli,No Junction,"Dr Rajgopal Road, Infantry Towers, Naidu Layout, Sanjay Nagar, Bengaluru, Karnataka. Pin-560094 (India)",74,74,0,21,119,19,4,4,16,1,39.875966307744775,9,midday,Monday,0.5286,4,2,20,80,34,0,0.1665,1
ZONE_114,3rd A Cross Road / Yelahanka Zone,13.09964111777778,77.58864098277779,0.00018165310428590886,0.000311373436689885,180,183,3,0.005403,34.43,High,Yelahanka,No Junction,"3rd A Cross Road, East Colony, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",66,66,0,90,90,41,2,4,7,1,31.194122740129067,11,midday,Sunday,0.3667,38,28,57,46,8,3,-0.2343,1
ZONE_118,Srinivagilu Main Road / Adugodi Zone,12.938039944341973,77.62650896520456,0.0012530227145156922,0.0008578098444892552,172,174,4,0.000926,34.38,High,Adugodi,No Junction,"Srinivagilu Main Road, Sony World Junction, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",34,34,0,51,121,58,3,4,14,1,52.241850071467695,13,midday,Wednesday,0.1977,7,41,20,66,34,4,0.01,1
ZONE_133,Mumbai Bengaluru Highway / Chikkabanavara Zone,13.048882558489208,77.49746452527579,0.0002541256080923425,0.0007109539305154376,139,234,21,0.001682,34.21,High,Chikkabanavara,No Junction,"Mumbai Bengaluru Highway, Nagasandra, Bengaluru, Karnataka. Pin-560073 (India)",55,55,0,43,96,34,6,6,9,1,34.376101523066865,11,midday,Wednesday,0.3957,16,40,42,14,19,8,-0.1616,1
ZONE_124,Chikkabellanduru Road / Bellandur Zone,12.903771777790668,77.70394104671384,0.00038790352016248556,0.0007010301178518783,162,162,0,0.002761,33.92,High,Bellandur,No Junction,"Chikkabellanduru Road, Ram Circle, Hadosiddapura, Bengaluru, Karnataka. Pin-560035 (India)",39,39,0,55,107,22,2,5,16,1,32.272364750701556,11,midday,Sunday,0.2407,21,60,40,19,21,1,-0.2519,1
ZONE_122,Kondajji Basappa Road / Shivasankara Circle Zone,12.956331809146343,77.57478302682927,0.0009803633009963155,0.000644186793595292,164,164,3,0.001421,33.82,High,V.V.Puram (C.Pet),BTP105 - Shivasankara Circle,"Kondajji Basappa Road, Parvatipuram, VV Puram, Bengaluru, Karnataka. Pin-560004 (India)",33,33,0,28,136,109,2,4,11,3,61.89353668562471,3,night,Wednesday,0.2012,7,44,7,38,68,0,0.0711,1
ZONE_126,Hosur Road / Hulimavu Zone,12.880666959104847,77.64508745474944,0.0007437894405866876,0.00047900702218711357,158,158,1,0.001798,33.77,High,Hulimavu,No Junction,"Hosur Road, Zed Enclave, HAL Layout, Bengaluru, Karnataka. Pin-560068 (India)",28,28,0,56,102,108,1,5,20,1,43.30052921697619,2,night,Sunday,0.1772,12,33,39,20,54,0,-0.0174,1
ZONE_138,Old Airport Road / Jeevanbheemanagar Zone,12.959352151371778,77.65581395312955,0.0001583676842210965,0.0009929049797050649,123,198,8,0.002441,33.75,High,Jeevanbheemanagar,No Junction,"Old Airport Road, Thimma Reddy Layout, Murugeshpalya, Bengaluru, Karnataka. Pin-560017 (India)",51,50,1,21,102,43,8,6,16,1,27.24676310941792,4,morning_peak,Monday,0.4146,20,44,9,35,8,7,-0.2049,1
ZONE_137,Bazar Street / 5th Main Chamrajpet Zone,12.957908191207567,77.56735840209586,0.0007385657938156752,0.00014080156069724907,126,248,1,0.00227,33.39,High,Chamarajpet,BTP214 - 5th Main Chamrajpet Junction,"4th Main Road, Chamrajpet 5th Main Junction, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)",48,48,0,49,77,45,4,4,13,2,14.302829950918618,10,midday,Saturday,0.381,73,28,3,7,15,0,-0.5442,1
ZONE_139,Kengeri Main Road / Jnanabharathi Zone,12.971627800826447,77.50760308264462,0.0003810686297539893,0.00024624943136268416,121,181,2,0.004429,33.19,High,Jnanabharathi,No Junction,"Kengeri Main Road, Papareddypalya Circle, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",64,64,0,37,84,30,4,4,9,1,30.82634443794927,10,midday,Friday,0.5289,11,25,30,22,30,3,-0.0468,1
ZONE_135,27th Main Road / HSR Layout Zone,12.923330173466175,77.651111899005,0.0007663301206790849,0.0006684423831294333,133,134,4,0.001767,33.09,High,HSR Layout,No Junction,"27th Main Road, HSR Layout 27th Main Junction, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",66,66,0,65,68,37,3,6,13,1,24.57799355521962,10,midday,Sunday,0.4962,38,45,21,11,12,6,-0.3467,1
ZONE_152,Mims Gulmohar Road / Whitefield Zone,12.985459871698115,77.74565409339623,0.0002763384239020684,0.00035336334228496777,106,212,7,0.007216,32.85,High,Whitefield,No Junction,"Mims Gulmohar Road, Gulmohar, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",83,83,0,50,56,1,2,2,4,1,42.12159615494026,10,midday,Wednesday,0.783,0,0,1,65,40,0,0.2976,1
ZONE_140,Kanteerava Studio Road / Rajajinagar Zone,13.019749177136381,77.53828139771291,0.001020553772126878,0.0014112772696894035,121,125,4,0.000448,32.63,High,Rajajinagar,No Junction,"Kanteerava Studio Road, Parimala Nagar, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)",50,50,0,50,71,61,3,6,22,1,20.7850927975334,4,night,Sunday,0.4132,58,16,20,11,16,0,-0.4236,1
ZONE_134,Siddhapura Road / Wilson Garden Zone,12.946051260563461,77.58761020996444,0.0003762098278862781,0.0007585142392322162,138,160,1,0.001763,32.57,High,Wilson Garden,No Junction,"Siddhapura Road, Siddapura Circle, Mavalli, Bengaluru, Karnataka. Pin-560004 (India)",25,25,0,40,98,105,4,5,12,1,53.64971210899033,2,night,Monday,0.1812,21,33,2,9,61,12,0.0571,1
ZONE_127,Subramanyapura Main Road / K.S. Layout Zone,12.91033331648751,77.55084736166319,0.0009400110467723866,0.0010237383020139557,156,287,6,0.000992,32.55,High,K.S. Layout,No Junction,"Subramanyapura Main Road, VVR Supreme Residency, Chikkalsandra, Bengaluru, Karnataka. Pin-560061 (India)",6,6,0,65,91,38,4,6,21,1,37.8463005968738,11,midday,Friday,0.0385,39,23,29,26,38,1,-0.1626,1
ZONE_130,Kodigehalli Main Road / K.R. Pura Zone,13.003463336486487,77.72349642094593,0.00011250587960362677,0.0001228742785686594,148,296,0,0.016944,32.42,High,K.R. Pura,No Junction,"Kodigehalli Main Road, Aryav Greenfields, Kadugodi, KR Puram, Bengaluru, Karnataka. Pin-560067 (India)",28,28,0,50,98,120,1,4,3,1,34.49659427238802,4,night,Wednesday,0.1892,10,14,75,35,3,11,-0.0788,1
ZONE_129,1st Main Road / R.T. Nagar Zone,13.00070070805369,77.59592600872483,0.0008977747956578719,0.0008258822581436584,149,153,7,0.001521,32.03,High,R.T. Nagar,No Junction,"2nd Main Road, Income Tax and Central Excise Staff Quarters, Jayamahal Extension, Bengaluru, Karnataka. Pin-560046 (India)",37,37,0,7,142,74,4,4,10,1,16.62809182734179,3,night,Thursday,0.2483,0,133,4,2,10,0,-0.4268,1
ZONE_148,Sri Sri Sri Tiruchi Mahaswamiji Road / Kengeri Zone,12.931839565125529,77.51563337900009,0.0007486520821813124,0.00041951973220733364,111,151,0,0.001345,32.02,High,Kengeri,No Junction,"Sri Sri Sri Tiruchi Mahaswamiji Road, Ideal Home Township, Rajarajeshwari Nagar, Bengaluru, Karnataka. Pin-560098 (India)",56,56,0,33,78,23,6,4,8,1,32.52279870098272,7,midday,Wednesday,0.5045,10,9,34,31,27,0,0.0015,1
ZONE_149,Kodigehalli Main Road / Kodigehalli Zone,13.060269691386415,77.57653142640591,0.0008377730198291072,0.0002949865895442065,110,114,7,0.001669,31.88,High,Kodigehalli,No Junction,"Kodigehalli Main Road, Kodigehalli Circle, Sahakara Nagar, Bengaluru, Karnataka. Pin-560092 (India)",44,44,0,35,75,37,4,6,16,1,36.12100595225875,4,midday,Thursday,0.4,11,8,18,36,34,3,0.0873,1
ZONE_158,MBT Road / K.R. Pura Zone,13.054349121568627,77.7629525254902,0.0007546769245976283,0.0010478871543524236,102,161,6,0.000846,31.65,High,K.R. Pura,No Junction,"MBT Road, Brigade Golden Triangle, Sannatammanahalli, Bengaluru, Karnataka. Pin-560049 (India)",52,52,0,10,92,9,7,5,9,1,25.34209560988619,10,midday,Monday,0.5098,4,24,3,61,8,2,0.0,1
ZONE_160,Muthsandra Main Road / Whitefield Zone,12.94225879108911,77.74726659801979,0.0004234345652161847,0.00033159167751311224,101,185,17,0.001749,31.63,High,Whitefield,No Junction,"Muthsandra Main Road, KSRTC Travel House Junction, Varthur Marattahalli, Bengaluru, Karnataka. Pin-560087 (India)",38,38,0,14,87,36,8,5,15,1,15.388279055411997,11,night,Thursday,0.3762,29,18,39,4,11,0,-0.3412,1
ZONE_141,Anepalya Main Road / Anepalya Zone,12.951657585123968,77.60736966198347,0.0002773465394475455,0.0007995989547117792,121,124,0,0.001605,31.44,High,Ashok Nagar,BTP132 - Anepalya Junction,"Anepalya Main Road, Muthanna Garden, Nilsandra, Bengaluru, Karnataka. Pin-560030 (India)",35,35,0,30,91,37,4,3,10,1,38.878543299457434,10,midday,Tuesday,0.2893,4,0,64,12,34,7,0.0921,1
ZONE_151,8th Main Road / Wilson Garden Zone,12.938268876415094,77.59262558584906,0.00030047949602876985,0.00012168456288922031,106,106,0,0.005247,31.38,High,Wilson Garden,No Junction,"8th Main Road, NIMHANS, Bengaluru, Karnataka. Pin-560029 (India)",74,74,0,33,73,22,2,4,7,1,36.84952912032303,8,morning_peak,Wednesday,0.6981,9,16,21,22,33,5,0.0518,1
ZONE_172,1st Cross Road / Jeevanbheemanagar Zone,12.966820373863635,77.65828947727275,0.00018264381170141034,0.00039083352181720706,88,167,2,0.003114,31.36,High,Jeevanbheemanagar,No Junction,"1st Cross Road, Jeevan Bima Nagar, Bengaluru, Karnataka. Pin-560075 (India)",56,56,0,4,84,21,5,4,6,1,44.5869300113216,9,morning_peak,Tuesday,0.6364,0,0,7,0,79,2,0.4675,1
ZONE_154,KIADB Road / Peenya Zone,13.04192034,77.51444560380952,0.0003956605462662832,0.00027232692065954457,105,130,6,0.00275,31.33,High,Peenya,No Junction,"KIADB Road, Krishna Gowda Layout, T Dasarahalli, Bengaluru, Karnataka. Pin-560057 (India)",34,34,0,36,69,28,5,6,12,1,42.369802741466714,11,midday,Tuesday,0.3238,6,18,20,14,36,11,0.1192,1
ZONE_136,Subramanyapura Main Road / K.S. Layout Zone,12.906867513128772,77.54605048134783,0.00020945916202025217,0.0004693178784668141,127,200,10,0.002832,31.11,High,K.S. Layout,No Junction,"Subramanyapura Main Road, Vallabha Nagar, Uttarahalli, Bengaluru, Karnataka. Pin-560061 (India)",14,14,0,50,77,12,5,4,16,1,17.67623998855229,12,midday,Thursday,0.1102,52,36,17,7,15,0,-0.4495,1
ZONE_153,Thanisandra Main Road / Hennuru Zone,13.071830935849057,77.63372838490565,0.0006167562561211324,9.303247235686386e-05,106,177,11,0.007734,31.1,High,Hennuru,No Junction,"Thanisandra Main Road, Ex Serviceman Layout, Hegde Nagar, Bengaluru, Karnataka. Pin-560077 (India)",46,46,0,29,77,18,7,4,11,1,9.079984561915698,7,midday,Tuesday,0.434,11,81,10,2,1,1,-0.4819,1
ZONE_156,Ali Asker Road / Coffee Board Zone,12.985425736190477,77.59411276571429,0.00023704220052861587,0.0003574017817820035,105,107,3,0.004145,31.04,High,Cubbon Park,BTP166 - Coffee Board Junction,"Ali Asker Road, Embassy Apartment, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",60,60,0,23,82,42,3,4,8,3,32.97462974167543,7,morning_peak,Wednesday,0.5714,27,15,10,17,27,9,-0.0767,1
ZONE_168,"RV Road / 9th Cross, 4th Main, Jayanagar Zone",12.938471811350476,77.57997373658338,0.0005305738096875706,0.0001893633227642645,95,96,2,0.002107,30.86,High,Basavanagudi,"BTP186 - 9th Cross, 4th Main, Jayanagar","RV Road, Cauvery Circle, Jayanagar, Bengaluru, Karnataka. Pin-560004 (India)",52,52,0,23,72,31,2,3,11,2,44.557769358997824,8,morning_peak,Wednesday,0.5474,18,6,18,9,8,36,0.157,1
ZONE_155,Hoodi Main Road / Mahadevapura Zone,12.993183504547826,77.71687099359917,0.0011383753642647534,0.0009121454666257165,105,146,2,0.00048,30.79,High,Mahadevapura,No Junction,"Hoodi Main Road, Thigalarapalya, Hoodi, Bengaluru, Karnataka. Pin-560048 (India)",17,17,0,42,63,50,4,6,17,1,39.05493056552848,4,night,Saturday,0.1619,3,26,29,5,20,22,0.0865,1
ZONE_150,Dr APJ Abdul Kalam Marg / Banaswadi Zone,12.979857275454545,77.65252345727274,0.0006465458866317734,0.0008152516458983365,110,120,0,0.000818,30.72,High,Banaswadi,No Junction,"Dr APJ Abdul Kalam Marg, Sir CV Raman Circle, CV Raman Nagar, Bengaluru, Karnataka. Pin-560093 (India)",64,64,0,8,102,46,4,4,5,1,24.63373552379417,5,morning_peak,Wednesday,0.5818,0,12,49,41,8,0,-0.0312,1
ZONE_169,HAL Airport Road / Whitefield Zone,12.956314349754333,77.73166401218865,0.00020942178878086736,0.00098903974533346,95,178,7,0.001217,30.68,High,Whitefield,No Junction,"HAL Airport Road, Miraya Rose, Siddapura, Bengaluru, Karnataka. Pin-560066 (India)",50,50,0,53,42,35,5,5,7,1,14.367694954894183,9,morning_peak,Sunday,0.5263,46,12,20,1,14,2,-0.4205,1
ZONE_162,"Dr Rajkumar Puniya Bhoomi Road / JP Nagar Metro, ORR Zone",12.906413480735312,77.57282564466685,0.0013498706374368181,0.001203301969861747,100,107,6,0.000304,30.54,High,J.P. Nagar,"BTP159 - JP Nagar Metro, ORR","Dr Rajkumar Puniya Bhoomi Road, Jaraganahalli Circle, Ilyas Nagar, Bengaluru, Karnataka. Pin-560078 (India)",27,27,0,43,57,47,4,5,18,2,33.35446706915498,2,night,Saturday,0.27,27,21,3,4,39,6,-0.0857,1
ZONE_171,Hosur Road / Electronic City Zone,12.855401208402709,77.66453002912671,0.0005168701939384349,0.0005214440431577323,90,160,2,0.00169,30.12,High,Electronic City,No Junction,"Hosur Road, Nanjuda Reddy Layout, Phase 1, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)",32,32,0,9,81,39,3,6,13,1,12.922723096212852,2,night,Wednesday,0.3556,1,19,64,0,6,0,-0.2057,1
ZONE_142,Hesaraghatta Main Road / Chikkabanavara Zone,13.055144038655463,77.50756760252102,0.0007626183728188501,0.00014864933737493595,119,119,22,0.00254,30.06,High,Chikkabanavara,No Junction,"Hesaraghatta Main Road, Defence Colony, Bagalagunte, Bengaluru, Karnataka. Pin-560073 (India)",21,21,0,44,75,44,3,4,9,1,34.54123482667896,11,midday,Sunday,0.1765,18,5,26,40,24,6,0.0158,1
ZONE_170,19th Main Road / HSR Layout Zone,12.920294406451614,77.6450927548387,0.0010054747422731402,0.00013502021065824163,93,94,6,0.002842,30.01,High,HSR Layout,No Junction,"19th Main Road, Park Square Apartment, Sector 4, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",43,43,0,14,79,30,4,6,14,1,22.14670571348428,10,midday,Tuesday,0.4624,16,34,17,3,21,2,-0.2267,1
ZONE_164,G Narayana Kumar Road / Kamakshipalya Zone,12.984133590048591,77.52864895306644,0.0009234631402563161,0.0012707927919937269,99,106,0,0.000439,29.88,High,Kamakshipalya,No Junction,"G Narayana Kumar Road, Soundarya Kamakshi, Karekallu, Kamakshipalya, Bengaluru, Karnataka. Pin-560079 (India)",23,23,0,24,75,23,3,6,19,1,22.757407117083826,12,midday,Tuesday,0.2323,33,16,16,14,15,5,-0.2511,1
ZONE_189,Whitefield Main Road / Whitefield Zone,12.98324950945946,77.7520613391892,0.0007753779416355443,0.00034842743621335743,74,112,1,0.000607,29.86,High,Whitefield,No Junction,"Whitefield Main Road, Hope Farm Circle, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",52,52,0,18,56,17,4,5,14,1,19.664666651509826,9,morning_peak,Friday,0.7027,11,12,12,7,31,1,0.0046,1
ZONE_179,Sulibele Road / Devanahalli Airport Zone,13.244864861728395,77.71316079753086,0.00035140046263767684,0.0005864271774856284,81,95,1,0.001554,29.71,High,Devanahalli Airport,No Junction,"Sulibele Road, Giriyamma Circle, Devanahalli, Karnataka. Pin-562110 (India)",46,46,0,15,66,31,3,4,9,1,43.386630824677084,4,morning_peak,Friday,0.5679,13,6,2,13,14,33,0.2857,1
ZONE_145,"9th Main Road / 40th Cross, 4th Main, Jayanagar Zone",12.919464653153153,77.58369529909909,0.0009265809964909272,0.0001900329696251319,111,111,0,0.001287,29.7,Medium,Jayanagara,"BTP191 - 40th Cross, 4th Main, Jayanagar","9th Main Road, Block 5, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",18,18,0,45,66,62,2,5,13,3,29.41101986938127,3,night,Friday,0.1622,23,32,14,10,28,4,-0.1714,1
ZONE_146,"5th Main Road / 36th Cross, 4th Main, Jayanagar Zone",12.922130536036034,77.58064579549547,0.0004845302510103712,0.0002094943585218085,111,116,5,0.003018,29.62,Medium,Jayanagara,"BTP190 - 36th Cross, 4th Main, Jayanagar","5th Main Road, Shri Satya Sai Circle, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",20,18,2,60,51,79,3,4,11,2,25.502570001366113,5,night,Sunday,0.1802,1,75,9,3,22,1,-0.2548,1
ZONE_157,MBT Road / K.R. Pura Zone,13.035440637499999,77.73536159711539,0.0007421403569116124,0.001024764754672624,104,211,1,0.000744,29.49,Medium,K.R. Pura,No Junction,"MBT Road, Avalahalli South Taluka, Bengaluru, Karnataka. Pin-560049 (India)",14,14,0,26,78,62,5,5,7,1,20.412096458592046,2,night,Monday,0.1346,32,18,29,7,16,2,-0.2934,1
ZONE_165,HMT Main Road / Jalahalli Zone,13.047919285714286,77.54281179897959,0.0011293246049294404,0.0007207850112709151,98,251,2,0.000769,29.41,Medium,Jalahalli,No Junction,"HMT Main Road, HMT Circle, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)",6,6,0,44,54,59,2,6,18,1,16.68590093367284,3,night,Sunday,0.0612,36,29,8,11,10,4,-0.3743,1
ZONE_187,Hosur Road / Adugodi Zone,12.94145422727273,77.60868333675326,0.0016143504811393337,0.0007248288189244781,77,107,2,0.000479,29.4,Medium,Adugodi,BTP133 - Adugodi Junction,"Hosur Road, ML Colony, Adugodi, Bengaluru, Karnataka. Pin-560030 (India)",35,35,0,23,54,38,4,4,10,2,40.39274988931199,3,night,Friday,0.4545,8,2,2,14,41,10,0.3095,1
ZONE_147,Hosahalli Main Road / Chikkajala Zone,13.144154390990991,77.6178580693694,0.0004552861792422925,0.0001421751549651233,111,122,4,0.002868,29.36,Medium,Chikkajala,No Junction,"Hosahalli Main Road, Hunasamaranahalli, Bengaluru, Karnataka. Pin-562157 (India)",23,23,0,21,90,47,3,5,7,1,24.784942279161733,1,night,Tuesday,0.2072,17,14,20,51,8,1,-0.1035,1
ZONE_161,Magadi Main Road / Kamakshipalya Zone,12.989186866999995,77.50775427199999,0.00021021795762507804,0.0004411500944969092,100,117,2,0.003752,29.18,Medium,Kamakshipalya,No Junction,"Magadi Main Road, BM Shankarappa Industrial Estate, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",25,25,0,29,71,39,6,5,8,1,24.488252684671846,4,midday,Tuesday,0.25,15,20,24,28,5,8,-0.1303,1
ZONE_163,Mumbai Bengaluru Highway / Yeshwanthpura Zone,13.019978381818182,77.55264008686868,0.0014967859796409366,0.0009666549570818698,99,138,8,0.000407,28.98,Medium,Yeshwanthpura,No Junction,"Mumbai Bengaluru Highway, Aparna Elina, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",9,9,0,46,53,70,6,5,15,1,34.111076038999904,1,night,Sunday,0.0909,9,19,23,17,24,7,-0.0017,1
ZONE_166,MS Ramaiah North City Road / Hennuru Zone,13.045509112371136,77.62711825670104,0.0003011153711129251,0.000250585940808914,97,97,6,0.008236,28.89,Medium,Hennuru,No Junction,"Thanisandra Main Road, Tuba Layout, Thanisandra, Bengaluru, Karnataka. Pin-560077 (India)",32,18,14,26,71,12,2,3,6,1,31.562020722377913,14,midday,Thursday,0.3299,4,33,0,38,0,22,0.0513,1
ZONE_174,Dr Rajkumar Puniya Bhoomi Road / Delmia Circle Zone,12.906308691954026,77.59144671034481,0.00014757422193952183,0.001237414363965959,87,99,1,0.001476,28.88,Medium,J.P. Nagar,BTP222 - Delmia Circle,"Dr Rajkumar Puniya Bhoomi Road, Narasimhaiah Garden, JP Nagar Phase 5, Bengaluru, Karnataka. Pin-560078 (India)",33,33,0,19,68,41,4,4,12,3,16.211061517003316,2,night,Monday,0.3793,33,15,17,4,17,1,-0.3291,1
ZONE_123,Mumbai Bengaluru Highway / Peenya Zone,13.047103369325155,77.50099397300613,0.00015907474418789207,0.00021530792937560258,163,192,24,0.008313,28.88,Medium,Peenya,No Junction,"Mumbai Bengaluru Highway, Sobha Garrison, Nagasandra, Bengaluru, Karnataka. Pin-560073 (India)",7,7,0,20,143,114,5,3,5,1,13.622312506434337,4,night,Thursday,0.0429,80,6,77,0,0,0,-0.5206,1
ZONE_186,Bannerghatta Main Road / Hulimavu Zone,12.856628269542991,77.58890109750054,0.0016465475351435587,0.00025777008941877587,78,79,0,0.000779,28.77,Medium,Hulimavu,No Junction,"Bannerghatta Main Road, Anjanapura Upavalaya, Gottigere, Bengaluru, Karnataka. Pin-560083 (India)",31,31,0,24,54,27,2,4,16,1,29.316123917087136,9,morning_peak,Tuesday,0.3974,6,12,6,19,31,4,0.1319,1
ZONE_159,Yelahanka New Town Main Road / Yelahanka Zone,13.09905074950495,77.57709700297028,0.000425956417400666,0.0004004358526547779,101,101,1,0.001313,28.63,Medium,Yelahanka,No Junction,"Yelahanka New Town Main Road, 1st Stage, Yelahanka New Town, Bengaluru, Karnataka. Pin-560064 (India)",24,24,0,17,84,68,2,5,13,1,10.826209582712128,5,night,Wednesday,0.2376,35,24,38,1,3,0,-0.4668,1
ZONE_185,Domlur Inner Ring Road / Domlur Water Tank Zone,12.954413026923078,77.64093601538461,0.001983050055276811,0.0005948135873169153,78,78,1,0.000398,28.52,Medium,Jeevanbheemanagar,BTP146 - Domlur Water Tank,"Domlur Inner Ring Road, West Wing, Amar Jyothi Layout, Domlur, Bengaluru, Karnataka. Pin-560071 (India)",38,38,0,16,62,38,2,4,16,2,16.261300419687373,8,night,Tuesday,0.4872,7,15,32,12,12,0,-0.1407,1
ZONE_210,"East End A Main Road / Sagar Hospital, Jayanagar Zone",12.92733860819672,77.59710771639342,0.0006607375576568261,0.00016950415056803984,61,240,1,0.002649,28.51,Medium,Jayanagara,"BTP127 - Sagar Hospital, Jayanagar","East End A Main Road, SRK Garden, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",18,18,0,35,26,39,5,5,9,1,17.99496078927621,3,night,Saturday,0.2951,3,8,12,33,3,2,0.0028,1
ZONE_175,60 Feet Road / 5th Main Chamrajpet Zone,12.976003003448275,77.5314314,0.0003891294205249314,0.0006022475261807435,87,91,3,0.002012,28.33,Medium,Vijayanagara,BTP214 - 5th Main Chamrajpet Junction,"60 Feet Road, Prasanthnagar Circle, Vijaya Nagar North, Bengaluru, Karnataka. Pin-560079 (India)",21,21,0,13,74,22,4,4,14,1,21.39943868139842,11,midday,Wednesday,0.2414,15,15,22,9,26,0,-0.1084,1
ZONE_182,Horamavu Main Road / Hennuru Zone,13.02112397443966,77.65696131697266,0.001604638411247301,0.001091520344047691,80,82,2,0.000238,28.17,Medium,Hennuru,No Junction,"Horamavu Main Road, Sycon Cressida, Ashirwad Colony, Horamavu, Bengaluru, Karnataka. Pin-560043 (India)",21,21,0,36,44,47,4,4,20,1,19.51471171177215,3,night,Saturday,0.2625,19,17,19,3,21,1,-0.2014,1
ZONE_176,Konanakunte Main Road / Thalagattapura Zone,12.87053445647059,77.53786581764706,0.0014305918624860584,0.0012261815818665675,85,104,1,0.000303,27.98,Medium,Thalagattapura,No Junction,"Konanakunte Main Road, Paramount Gardens, Jyotipuram, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",25,25,0,44,41,17,5,4,9,1,15.612124979663824,11,midday,Sunday,0.2941,29,21,18,6,3,8,-0.3449,1
ZONE_173,6th Main Road / Yeshwanthpura Zone,13.030272019897183,77.56288926826959,0.0017409099709658632,0.0009418563659966754,87,95,6,0.00057,27.79,Medium,Yeshwanthpura,No Junction,"6th Main Road, Prestige MSR, MSR Nagar, Bengaluru, Karnataka. Pin-560054 (India)",15,15,0,38,49,55,3,4,13,1,22.694816670943936,3,night,Sunday,0.1724,35,18,7,2,25,0,-0.3133,1
ZONE_183,Siddhapura Road / Siddapura Zone,12.947180806329115,77.59077118734179,0.00026215467216682254,0.0003226816166666878,79,79,1,0.003455,27.72,Medium,Wilson Garden,BTP122 - Siddapura Junction,"Siddhapura Road, B Venkata Reddy Nagar, Siddapura, Jayanagar East, Bengaluru, Karnataka. Pin-560011 (India)",41,41,0,9,70,28,2,4,8,1,15.44030869167571,2,night,Monday,0.519,8,32,19,8,7,5,-0.2192,1
ZONE_190,Haralur Road / HSR Layout Zone,12.894378589795515,77.65722500390483,0.00038599836103826946,0.00020326889207000106,74,94,5,0.003126,27.54,Medium,HSR Layout,No Junction,"Haralur Road, Birla Circle, Haralur, Bengaluru, Karnataka. Pin-560035 (India)",27,27,0,15,59,23,4,5,11,1,14.454974323587187,11,midday,Monday,0.3649,18,25,14,6,9,2,-0.3151,1
ZONE_200,Industrial Park Road / Mahadevapura Zone,12.977901044927535,77.71292086376812,9.1637770815606e-05,0.0004487441318552008,69,152,0,0.005612,27.36,Medium,Mahadevapura,No Junction,"Industrial Park Road, RMZ NXT, EPIP Zone, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",56,56,0,0,69,13,3,4,2,1,9.401412112122498,6,morning_peak,Thursday,0.8116,0,0,67,1,1,0,-0.1565,1
