zone_id,zone_name,latitude,longitude,total_violations,parking_related_violations,hotspot_score,hotspot_band,top_police_station,top_location,dominant_time_bucket,dominant_hour,peak_share
ZONE_109,Old Kanakapura Road / Yediyur Zone,12.938229626248248,77.57689965271982,189,191,37.28,High,Basavanagudi,"Old Kanakapura Road, Krest Park Apartment, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",night,6,0.4444
ZONE_091,Chikka Banavara RS Road / Jalahalli Zone,13.050488885140561,77.5255347192771,249,249,37.18,High,Jalahalli,"Chikka Banavara RS Road, Prasad Enclave, Jalahalli, Bengaluru, Karnataka. Pin-560015 (India)",midday,3,0.3173
ZONE_116,J Lingaiah Road / Sheshadripuram Zone,12.997998318285713,77.58149216685715,175,180,37.12,High,Sheshadripuram,"J Lingaiah Road, Kempanna Block, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",morning_peak,9,0.5943
ZONE_106,"46th Cross Road / Rajalakshmi Kalyana Mantapa, JP Nagar Zone",12.91732262820513,77.57830293025641,195,227,37.03,High,Jayanagara,"46th Cross Road, Sangam Circle, Jayanagar, Bengaluru, Karnataka. Pin-560070 (India)",night,5,0.3897
ZONE_105,Siri Vasavi Temple Road / Vasavi Circle Zone,12.950503260844693,77.57638939264179,199,203,36.96,High,V.V.Puram (C.Pet),"Sajjan Rao Circle, Sajjan Rao Circle, VV Puram, Bengaluru, Karnataka. Pin-560004 (India)",midday,13,0.2513
ZONE_088,Bagaluru Main Road / Yelahanka Zone,13.121379334339625,77.61533990037736,265,271,36.92,High,Yelahanka,"Bagaluru Main Road, KVSR Layout, Kattigenahalli, Bengaluru, Karnataka. Pin-560063 (India)",night,3,0.0868
ZONE_108,Bannerghatta Main Road / J.P. Nagar Zone,12.894841708947368,77.59913146105264,190,190,36.72,High,J.P. Nagar,"Bannerghatta Main Road, Indian Institute of Management, Bengaluru, Karnataka. Pin-560076 (India)",morning_peak,6,0.7368
ZONE_112,RV Road / Lalbagh West Gate Zone,12.948105283695654,77.57991746521739,184,190,36.35,High,Basavanagudi,"RV Road, Lalbhagh West Gate Circle, Mavalli, Bengaluru, Karnataka. Pin-560004 (India)",night,10,0.4402
ZONE_119,Whitefield Main Road / Mahadevapura Zone,13.004667380777159,77.75710848612917,168,176,36.22,High,Mahadevapura,"Whitefield Main Road, Sri Sathya Sai Gokulam, Sai Colony, Kadugodi, Bengaluru, Karnataka. Pin-560067 (India)",midday,8,0.5298
ZONE_104,Banaswadi Main Road / Pulikeshinagar(F.Town) Zone,12.999233093809522,77.62466627809523,210,215,35.74,High,Pulikeshinagar(F.Town),"Banaswadi Main Road, Prestige Woodland Park, Maruthi Sevanagar, Bengaluru, Karnataka. Pin-560005 (India)",night,3,0.1571
ZONE_131,Nallurahalli Road / Whitefield Zone,12.962884170872035,77.73295218171585,140,247,35.63,High,Whitefield,"Nallurahalli Road, SV Mayfair, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",midday,10,0.65
ZONE_120,Bannerghatta Main Road / J.P. Nagar Zone,12.882943544384478,77.59658134387524,166,166,35.54,High,J.P. Nagar,"Bannerghatta Main Road, Vijay Shree Layout, Hulimavu, Bengaluru, Karnataka. Pin-560076 (India)",midday,11,0.4398
ZONE_117,Sarjapura Main Road / Whitefield Zone,12.896648908045979,77.72005069310345,174,212,35.52,High,Whitefield,"Sarjapura Main Road, Kodathi Gate, Kodathi, Bengaluru, Karnataka. Pin-560035 (India)",morning_peak,11,0.4828
ZONE_128,"24th Main Road / 15th Cross, 24th Main, JP Nagar Zone",12.903197973376626,77.58575380324675,154,177,35.43,High,J.P. Nagar,"24th Main Road, Sri SN Venkatesh Reddy Circle, JP Nagar Phase 6, Bengaluru, Karnataka. Pin-560078 (India)",midday,11,0.3831
ZONE_121,Railway Line Road / Banaswadi Zone,12.991840812195123,77.65227046829268,164,308,35.39,High,Banaswadi,"Railway Line Road, NGEF Layout, Benaiganahalli, Bengaluru, Karnataka. Pin-560038 (India)",morning_peak,7,0.9451
ZONE_143,Whitefield Main Road / Whitefield Zone,12.967912384523329,77.74959885434208,119,210,35.38,High,Whitefield,"Whitefield Main Road, HBK Layout, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",morning_peak,7,0.7815
ZONE_093,8th Main Road / Banashankari Zone,12.934975759016393,77.53651790614754,244,244,34.59,High,Banashankari,"8th Main Road, Veerannana Guda, Veerabhadra Nagar, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)",night,2,0.0615
ZONE_132,Dr Rajgopal Road / Kodigehalli Zone,13.036614500714286,77.57477852357144,140,142,34.43,High,Kodigehalli,"Dr Rajgopal Road, Infantry Towers, Naidu Layout, Sanjay Nagar, Bengaluru, Karnataka. Pin-560094 (India)",midday,9,0.5286
ZONE_114,3rd A Cross Road / Yelahanka Zone,13.09964111777778,77.58864098277779,180,183,34.43,High,Yelahanka,"3rd A Cross Road, East Colony, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",midday,11,0.3667
ZONE_118,Srinivagilu Main Road / Adugodi Zone,12.938039944341973,77.62650896520456,172,174,34.38,High,Adugodi,"Srinivagilu Main Road, Sony World Junction, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",midday,13,0.1977
ZONE_133,Mumbai Bengaluru Highway / Chikkabanavara Zone,13.048882558489208,77.49746452527579,139,234,34.21,High,Chikkabanavara,"Mumbai Bengaluru Highway, Nagasandra, Bengaluru, Karnataka. Pin-560073 (India)",midday,11,0.3957
ZONE_124,Chikkabellanduru Road / Bellandur Zone,12.903771777790668,77.70394104671384,162,162,33.92,High,Bellandur,"Chikkabellanduru Road, Ram Circle, Hadosiddapura, Bengaluru, Karnataka. Pin-560035 (India)",midday,11,0.2407
ZONE_122,Kondajji Basappa Road / Shivasankara Circle Zone,12.956331809146343,77.57478302682927,164,164,33.82,High,V.V.Puram (C.Pet),"Kondajji Basappa Road, Parvatipuram, VV Puram, Bengaluru, Karnataka. Pin-560004 (India)",night,3,0.2012
ZONE_126,Hosur Road / Hulimavu Zone,12.880666959104847,77.64508745474944,158,158,33.77,High,Hulimavu,"Hosur Road, Zed Enclave, HAL Layout, Bengaluru, Karnataka. Pin-560068 (India)",night,2,0.1772
ZONE_138,Old Airport Road / Jeevanbheemanagar Zone,12.959352151371778,77.65581395312955,123,198,33.75,High,Jeevanbheemanagar,"Old Airport Road, Thimma Reddy Layout, Murugeshpalya, Bengaluru, Karnataka. Pin-560017 (India)",morning_peak,4,0.4146
ZONE_137,Bazar Street / 5th Main Chamrajpet Zone,12.957908191207567,77.56735840209586,126,248,33.39,High,Chamarajpet,"4th Main Road, Chamrajpet 5th Main Junction, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)",midday,10,0.381
ZONE_139,Kengeri Main Road / Jnanabharathi Zone,12.971627800826447,77.50760308264462,121,181,33.19,High,Jnanabharathi,"Kengeri Main Road, Papareddypalya Circle, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",midday,10,0.5289
ZONE_135,27th Main Road / HSR Layout Zone,12.923330173466175,77.651111899005,133,134,33.09,High,HSR Layout,"27th Main Road, HSR Layout 27th Main Junction, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",midday,10,0.4962
ZONE_152,Mims Gulmohar Road / Whitefield Zone,12.985459871698115,77.74565409339623,106,212,32.85,High,Whitefield,"Mims Gulmohar Road, Gulmohar, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",midday,10,0.783
ZONE_140,Kanteerava Studio Road / Rajajinagar Zone,13.019749177136381,77.53828139771291,121,125,32.63,High,Rajajinagar,"Kanteerava Studio Road, Parimala Nagar, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)",night,4,0.4132
ZONE_134,Siddhapura Road / Wilson Garden Zone,12.946051260563461,77.58761020996444,138,160,32.57,High,Wilson Garden,"Siddhapura Road, Siddapura Circle, Mavalli, Bengaluru, Karnataka. Pin-560004 (India)",night,2,0.1812
ZONE_127,Subramanyapura Main Road / K.S. Layout Zone,12.91033331648751,77.55084736166319,156,287,32.55,High,K.S. Layout,"Subramanyapura Main Road, VVR Supreme Residency, Chikkalsandra, Bengaluru, Karnataka. Pin-560061 (India)",midday,11,0.0385
ZONE_130,Kodigehalli Main Road / K.R. Pura Zone,13.003463336486487,77.72349642094593,148,296,32.42,High,K.R. Pura,"Kodigehalli Main Road, Aryav Greenfields, Kadugodi, KR Puram, Bengaluru, Karnataka. Pin-560067 (India)",night,4,0.1892
ZONE_129,1st Main Road / R.T. Nagar Zone,13.00070070805369,77.59592600872483,149,153,32.03,High,R.T. Nagar,"2nd Main Road, Income Tax and Central Excise Staff Quarters, Jayamahal Extension, Bengaluru, Karnataka. Pin-560046 (India)",night,3,0.2483
ZONE_148,Sri Sri Sri Tiruchi Mahaswamiji Road / Kengeri Zone,12.931839565125529,77.51563337900009,111,151,32.02,High,Kengeri,"Sri Sri Sri Tiruchi Mahaswamiji Road, Ideal Home Township, Rajarajeshwari Nagar, Bengaluru, Karnataka. Pin-560098 (India)",midday,7,0.5045
ZONE_149,Kodigehalli Main Road / Kodigehalli Zone,13.060269691386415,77.57653142640591,110,114,31.88,High,Kodigehalli,"Kodigehalli Main Road, Kodigehalli Circle, Sahakara Nagar, Bengaluru, Karnataka. Pin-560092 (India)",midday,4,0.4
ZONE_158,MBT Road / K.R. Pura Zone,13.054349121568627,77.7629525254902,102,161,31.65,High,K.R. Pura,"MBT Road, Brigade Golden Triangle, Sannatammanahalli, Bengaluru, Karnataka. Pin-560049 (India)",midday,10,0.5098
ZONE_160,Muthsandra Main Road / Whitefield Zone,12.94225879108911,77.74726659801979,101,185,31.63,High,Whitefield,"Muthsandra Main Road, KSRTC Travel House Junction, Varthur Marattahalli, Bengaluru, Karnataka. Pin-560087 (India)",night,11,0.3762
ZONE_141,Anepalya Main Road / Anepalya Zone,12.951657585123968,77.60736966198347,121,124,31.44,High,Ashok Nagar,"Anepalya Main Road, Muthanna Garden, Nilsandra, Bengaluru, Karnataka. Pin-560030 (India)",midday,10,0.2893
ZONE_151,8th Main Road / Wilson Garden Zone,12.938268876415094,77.59262558584906,106,106,31.38,High,Wilson Garden,"8th Main Road, NIMHANS, Bengaluru, Karnataka. Pin-560029 (India)",morning_peak,8,0.6981
ZONE_172,1st Cross Road / Jeevanbheemanagar Zone,12.966820373863635,77.65828947727275,88,167,31.36,High,Jeevanbheemanagar,"1st Cross Road, Jeevan Bima Nagar, Bengaluru, Karnataka. Pin-560075 (India)",morning_peak,9,0.6364
ZONE_154,KIADB Road / Peenya Zone,13.04192034,77.51444560380952,105,130,31.33,High,Peenya,"KIADB Road, Krishna Gowda Layout, T Dasarahalli, Bengaluru, Karnataka. Pin-560057 (India)",midday,11,0.3238
ZONE_136,Subramanyapura Main Road / K.S. Layout Zone,12.906867513128772,77.54605048134783,127,200,31.11,High,K.S. Layout,"Subramanyapura Main Road, Vallabha Nagar, Uttarahalli, Bengaluru, Karnataka. Pin-560061 (India)",midday,12,0.1102
ZONE_153,Thanisandra Main Road / Hennuru Zone,13.071830935849057,77.63372838490565,106,177,31.1,High,Hennuru,"Thanisandra Main Road, Ex Serviceman Layout, Hegde Nagar, Bengaluru, Karnataka. Pin-560077 (India)",midday,7,0.434
ZONE_156,Ali Asker Road / Coffee Board Zone,12.985425736190477,77.59411276571429,105,107,31.04,High,Cubbon Park,"Ali Asker Road, Embassy Apartment, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",morning_peak,7,0.5714
ZONE_168,"RV Road / 9th Cross, 4th Main, Jayanagar Zone",12.938471811350476,77.57997373658338,95,96,30.86,High,Basavanagudi,"RV Road, Cauvery Circle, Jayanagar, Bengaluru, Karnataka. Pin-560004 (India)",morning_peak,8,0.5474
ZONE_155,Hoodi Main Road / Mahadevapura Zone,12.993183504547826,77.71687099359917,105,146,30.79,High,Mahadevapura,"Hoodi Main Road, Thigalarapalya, Hoodi, Bengaluru, Karnataka. Pin-560048 (India)",night,4,0.1619
ZONE_150,Dr APJ Abdul Kalam Marg / Banaswadi Zone,12.979857275454545,77.65252345727274,110,120,30.72,High,Banaswadi,"Dr APJ Abdul Kalam Marg, Sir CV Raman Circle, CV Raman Nagar, Bengaluru, Karnataka. Pin-560093 (India)",morning_peak,5,0.5818
ZONE_169,HAL Airport Road / Whitefield Zone,12.956314349754333,77.73166401218865,95,178,30.68,High,Whitefield,"HAL Airport Road, Miraya Rose, Siddapura, Bengaluru, Karnataka. Pin-560066 (India)",morning_peak,9,0.5263
ZONE_162,"Dr Rajkumar Puniya Bhoomi Road / JP Nagar Metro, ORR Zone",12.906413480735312,77.57282564466685,100,107,30.54,High,J.P. Nagar,"Dr Rajkumar Puniya Bhoomi Road, Jaraganahalli Circle, Ilyas Nagar, Bengaluru, Karnataka. Pin-560078 (India)",night,2,0.27
ZONE_171,Hosur Road / Electronic City Zone,12.855401208402709,77.66453002912671,90,160,30.12,High,Electronic City,"Hosur Road, Nanjuda Reddy Layout, Phase 1, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)",night,2,0.3556
ZONE_142,Hesaraghatta Main Road / Chikkabanavara Zone,13.055144038655463,77.50756760252102,119,119,30.06,High,Chikkabanavara,"Hesaraghatta Main Road, Defence Colony, Bagalagunte, Bengaluru, Karnataka. Pin-560073 (India)",midday,11,0.1765
ZONE_170,19th Main Road / HSR Layout Zone,12.920294406451614,77.6450927548387,93,94,30.01,High,HSR Layout,"19th Main Road, Park Square Apartment, Sector 4, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",midday,10,0.4624
ZONE_164,G Narayana Kumar Road / Kamakshipalya Zone,12.984133590048591,77.52864895306644,99,106,29.88,High,Kamakshipalya,"G Narayana Kumar Road, Soundarya Kamakshi, Karekallu, Kamakshipalya, Bengaluru, Karnataka. Pin-560079 (India)",midday,12,0.2323
ZONE_189,Whitefield Main Road / Whitefield Zone,12.98324950945946,77.7520613391892,74,112,29.86,High,Whitefield,"Whitefield Main Road, Hope Farm Circle, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",morning_peak,9,0.7027
ZONE_179,Sulibele Road / Devanahalli Airport Zone,13.244864861728395,77.71316079753086,81,95,29.71,High,Devanahalli Airport,"Sulibele Road, Giriyamma Circle, Devanahalli, Karnataka. Pin-562110 (India)",morning_peak,4,0.5679
ZONE_145,"9th Main Road / 40th Cross, 4th Main, Jayanagar Zone",12.919464653153153,77.58369529909909,111,111,29.7,Medium,Jayanagara,"9th Main Road, Block 5, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",night,3,0.1622
ZONE_146,"5th Main Road / 36th Cross, 4th Main, Jayanagar Zone",12.922130536036034,77.58064579549547,111,116,29.62,Medium,Jayanagara,"5th Main Road, Shri Satya Sai Circle, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",night,5,0.1802
ZONE_157,MBT Road / K.R. Pura Zone,13.035440637499999,77.73536159711539,104,211,29.49,Medium,K.R. Pura,"MBT Road, Avalahalli South Taluka, Bengaluru, Karnataka. Pin-560049 (India)",night,2,0.1346
ZONE_165,HMT Main Road / Jalahalli Zone,13.047919285714286,77.54281179897959,98,251,29.41,Medium,Jalahalli,"HMT Main Road, HMT Circle, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)",night,3,0.0612
ZONE_187,Hosur Road / Adugodi Zone,12.94145422727273,77.60868333675326,77,107,29.4,Medium,Adugodi,"Hosur Road, ML Colony, Adugodi, Bengaluru, Karnataka. Pin-560030 (India)",night,3,0.4545
ZONE_147,Hosahalli Main Road / Chikkajala Zone,13.144154390990991,77.6178580693694,111,122,29.36,Medium,Chikkajala,"Hosahalli Main Road, Hunasamaranahalli, Bengaluru, Karnataka. Pin-562157 (India)",night,1,0.2072
ZONE_161,Magadi Main Road / Kamakshipalya Zone,12.989186866999995,77.50775427199999,100,117,29.18,Medium,Kamakshipalya,"Magadi Main Road, BM Shankarappa Industrial Estate, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",midday,4,0.25
ZONE_163,Mumbai Bengaluru Highway / Yeshwanthpura Zone,13.019978381818182,77.55264008686868,99,138,28.98,Medium,Yeshwanthpura,"Mumbai Bengaluru Highway, Aparna Elina, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",night,1,0.0909
ZONE_166,MS Ramaiah North City Road / Hennuru Zone,13.045509112371136,77.62711825670104,97,97,28.89,Medium,Hennuru,"Thanisandra Main Road, Tuba Layout, Thanisandra, Bengaluru, Karnataka. Pin-560077 (India)",midday,14,0.3299
ZONE_174,Dr Rajkumar Puniya Bhoomi Road / Delmia Circle Zone,12.906308691954026,77.59144671034481,87,99,28.88,Medium,J.P. Nagar,"Dr Rajkumar Puniya Bhoomi Road, Narasimhaiah Garden, JP Nagar Phase 5, Bengaluru, Karnataka. Pin-560078 (India)",night,2,0.3793
ZONE_123,Mumbai Bengaluru Highway / Peenya Zone,13.047103369325155,77.50099397300613,163,192,28.88,Medium,Peenya,"Mumbai Bengaluru Highway, Sobha Garrison, Nagasandra, Bengaluru, Karnataka. Pin-560073 (India)",night,4,0.0429
ZONE_186,Bannerghatta Main Road / Hulimavu Zone,12.856628269542991,77.58890109750054,78,79,28.77,Medium,Hulimavu,"Bannerghatta Main Road, Anjanapura Upavalaya, Gottigere, Bengaluru, Karnataka. Pin-560083 (India)",morning_peak,9,0.3974
ZONE_159,Yelahanka New Town Main Road / Yelahanka Zone,13.09905074950495,77.57709700297028,101,101,28.63,Medium,Yelahanka,"Yelahanka New Town Main Road, 1st Stage, Yelahanka New Town, Bengaluru, Karnataka. Pin-560064 (India)",night,5,0.2376
ZONE_185,Domlur Inner Ring Road / Domlur Water Tank Zone,12.954413026923078,77.64093601538461,78,78,28.52,Medium,Jeevanbheemanagar,"Domlur Inner Ring Road, West Wing, Amar Jyothi Layout, Domlur, Bengaluru, Karnataka. Pin-560071 (India)",night,8,0.4872
ZONE_210,"East End A Main Road / Sagar Hospital, Jayanagar Zone",12.92733860819672,77.59710771639342,61,240,28.51,Medium,Jayanagara,"East End A Main Road, SRK Garden, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",night,3,0.2951
ZONE_175,60 Feet Road / 5th Main Chamrajpet Zone,12.976003003448275,77.5314314,87,91,28.33,Medium,Vijayanagara,"60 Feet Road, Prasanthnagar Circle, Vijaya Nagar North, Bengaluru, Karnataka. Pin-560079 (India)",midday,11,0.2414
ZONE_182,Horamavu Main Road / Hennuru Zone,13.02112397443966,77.65696131697266,80,82,28.17,Medium,Hennuru,"Horamavu Main Road, Sycon Cressida, Ashirwad Colony, Horamavu, Bengaluru, Karnataka. Pin-560043 (India)",night,3,0.2625
ZONE_176,Konanakunte Main Road / Thalagattapura Zone,12.87053445647059,77.53786581764706,85,104,27.98,Medium,Thalagattapura,"Konanakunte Main Road, Paramount Gardens, Jyotipuram, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",midday,11,0.2941
ZONE_173,6th Main Road / Yeshwanthpura Zone,13.030272019897183,77.56288926826959,87,95,27.79,Medium,Yeshwanthpura,"6th Main Road, Prestige MSR, MSR Nagar, Bengaluru, Karnataka. Pin-560054 (India)",night,3,0.1724
ZONE_183,Siddhapura Road / Siddapura Zone,12.947180806329115,77.59077118734179,79,79,27.72,Medium,Wilson Garden,"Siddhapura Road, B Venkata Reddy Nagar, Siddapura, Jayanagar East, Bengaluru, Karnataka. Pin-560011 (India)",night,2,0.519
ZONE_190,Haralur Road / HSR Layout Zone,12.894378589795515,77.65722500390483,74,94,27.54,Medium,HSR Layout,"Haralur Road, Birla Circle, Haralur, Bengaluru, Karnataka. Pin-560035 (India)",midday,11,0.3649
ZONE_200,Industrial Park Road / Mahadevapura Zone,12.977901044927535,77.71292086376812,69,152,27.36,Medium,Mahadevapura,"Industrial Park Road, RMZ NXT, EPIP Zone, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",morning_peak,6,0.8116
ZONE_193,Banaswadi Main Road / Banaswadi Zone,13.002125655984795,77.63302435143993,72,75,27.35,Medium,Banaswadi,"Banaswadi Main Road, Maruthi Sevanagar, Bengaluru, Karnataka. Pin-560033 (India)",midday,10,0.625
ZONE_204,4th Main Road / K.S. Layout Zone,12.907692703944065,77.53291326679918,64,117,27.34,Medium,K.S. Layout,"4th Main Road, Subramanyapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560061, India",night,5,0.4375
ZONE_184,Amrita College Road / Bellandur Zone,12.895204570886076,77.67584004050634,79,79,27.2,Medium,Bellandur,"Amrita College Road, Bhuvi Colony, Kasavanahalli, Bengaluru, Karnataka. Pin-560035 (India)",night,4,0.4937
ZONE_199,Rajgopal Nagar Main Road / Peenya Zone,13.010751415714285,77.50628653285715,70,75,27.17,Medium,Peenya,"Rajgopal Nagar Main Road, M Ramaiah Layout, Stage 2, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",night,2,0.3286
ZONE_167,Commissariat Road / Ashok Nagar Zone,12.970195982704473,77.61020630574245,95,95,27.16,Medium,Ashok Nagar,"Commissariat Road, Garuda Mall, Ashok Nagar, Bengaluru, Karnataka. Pin-560025 (India)",midday,12,0.2632
ZONE_191,Lingarajapuram Flyover / Pulikeshinagar(F.Town) Zone,13.007128969863015,77.62158880821919,73,73,27.12,Medium,Pulikeshinagar(F.Town),"Lingarajapuram Flyover, Old Bagalur Layout, Lingarajapuram, Bengaluru, Karnataka. Pin-560084 (India)",night,4,0.5342
ZONE_178,Hennur Main Road / Banaswadi Zone,13.013022274390245,77.6264171012195,82,91,26.84,Medium,Banaswadi,"Sri Vinayaka Temple Main Road, Sait Palya, Lingarajapuram, Bengaluru, Karnataka. Pin-560084 (India)",night,3,0.1341
ZONE_180,3rd Main Road / Magadi Road Zone,12.966639218518518,77.54780488271605,81,82,26.77,Medium,Magadi Road,"3rd Main Road, Gopalan Residency, KP Agrahara, Bengaluru, Karnataka. Pin-560023 (India)",night,3,0.1235
ZONE_195,Amrutha College Road / Electronic City Zone,12.875619752112678,77.67084454788731,71,96,26.39,Medium,Electronic City,"Amrutha College Road, Rayasandra Circle, Rayasandra, Bengaluru, Karnataka. Pin-560100 (India)",midday,11,0.2535
ZONE_205,Kodichikkanahalli Main Road / Madiwala Zone,12.903203322222224,77.62609602698411,63,64,26.24,Medium,Madiwala,"Kodichikkanahalli Main Road, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)",midday,10,0.4127
ZONE_217,Varthur Main Road / Whitefield Zone,12.938136263157894,77.74676522807019,57,111,26.2,Medium,Whitefield,"Varthur Main Road, Dr BR Ambedkar Circle, Varthur Marattahalli, Bengaluru, Karnataka. Pin-560087 (India)",night,3,0.386
ZONE_207,Palace Road / Basaweshwara Circle (LH) Zone,12.985677442027221,77.58861940396824,63,64,26.11,Medium,High ground,"Palace Road, Prestige Trade Tower, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",night,1,0.4921
ZONE_224,80 Feet Main Road / Basavanagudi Zone,12.938131677784934,77.55616174419224,55,64,26.05,Medium,Basavanagudi,"80 Feet Main Road, Sri Srinivasa Nagar Circle, Banashankari Stage 1, Bengaluru, Karnataka. Pin-560050 (India)",midday,10,0.6
ZONE_225,Varthur Main Road / Whitefield Zone,12.955298874545456,77.74488485636364,55,84,25.83,Medium,Whitefield,"Varthur Main Road, Prestige Raintree Park, Sorahunise, Bengaluru, Karnataka. Pin-560087 (India)",morning_peak,7,0.5091
ZONE_218,Canara Union Road / Malleshwaram Zone,13.007141435087718,77.5640119245614,57,65,25.66,Medium,Malleshwaram,"Canara Union Road, Chitrapur Circle, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",midday,12,0.3509
ZONE_201,Kengeri Main Road / Jnanabharathi Zone,12.974139827941176,77.50914353529413,68,68,25.65,Medium,Jnanabharathi,"Kengeri Main Road, Bayamma Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560091 (India)",night,3,0.3676
ZONE_194,Abbigere Main Road / Jalahalli Zone,13.0550266125,77.53480345,72,73,25.37,Medium,Jalahalli,"Abbigere Main Road, Patel Shamanna Layout, Kammagondanahalli, Bengaluru, Karnataka. Pin-560015 (India)",midday,11,0.2361
ZONE_216,Sri Ramana Maharshi Road / Mekhri Circle Zone,13.010897940350878,77.58360467017543,57,69,25.24,Medium,Sadashivanagar,"10th Main Road, Achaiah Chetty Layout, RMV Extension, Sadashiva Nagar, Bengaluru, Karnataka. Pin-560080 (India)",night,11,0.2456
ZONE_229,Hesarghatta Road / Yelahanka Zone,13.081696405819757,77.54826110635493,53,65,25.19,Medium,Yelahanka,"Hesarghatta Road, Mohammad Sab Palya Circle, Vidyaranyapura, Bengaluru, Karnataka. Pin-560097 (India)",night,11,0.3396
ZONE_209,Mumbai Bengaluru Highway / No Police Station Zone,13.052579489584797,77.48675330679191,61,67,25.14,Medium,No Police Station,"Mumbai Bengaluru Highway, Chikkabidarakallu, Bengaluru, Karnataka. Pin-560073 (India)",midday,12,0.1967
ZONE_240,Basavanapura Road / K.R. Pura Zone,13.004456979591836,77.71113613877552,49,54,25.03,Medium,K.R. Pura,"Basavanapura Road, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",midday,10,0.5306
ZONE_188,Dr Vishnuvardhan Main Road / K.S. Layout Zone,12.90596563817463,77.54239151347973,74,77,25.0,Medium,K.S. Layout,"Dr Vishnuvardhan Main Road, Uttarahalli Circle, Uttarahalli, Bengaluru, Karnataka. Pin-560061 (India)",midday,13,0.1081
ZONE_202,Doddagubbi Road / Hennuru Zone,13.060431102941177,77.65208905441175,68,68,24.88,Medium,Hennuru,"Doddagubbi Road, Chikka Aneppa Layout, Narayanpura, Kothnur Narayanapura, Bengaluru, Karnataka. Pin-560077 (India)",midday,11,0.2059
ZONE_198,Mumbai Bengaluru Highway / Chikkabanavara Zone,13.050152059154932,77.4944200478873,71,80,24.87,Medium,Chikkabanavara,"Mumbai Bengaluru Highway, Bagalagunte, Bengaluru, Karnataka. Pin-560073 (India)",night,2,0.1408
ZONE_239,60 Feet Road / Kodigehalli Zone,13.029171684,77.58095856599999,50,50,24.76,Medium,Kodigehalli,"60 Feet Road, KEB Layout, Sanjay Nagar, Bengaluru, Karnataka. Pin-560094 (India)",midday,10,0.84
ZONE_245,Whitefield Main Road / Whitefield Zone,12.960413570212769,77.74730794042553,47,71,24.62,Medium,Whitefield,"Whitefield Main Road, Carmel Heights, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",morning_peak,8,0.4468
ZONE_206,60 Feet Road / Banashankari Zone,12.938246206349207,77.53334206031747,63,68,24.29,Medium,Banashankari,"60 Feet Road, Veerabhadra Nagara Circle, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)",midday,3,0.127
ZONE_220,27th Cross Road / HSR Layout Zone,12.903519245614037,77.64209047017543,57,57,24.24,Medium,HSR Layout,"27th Cross Road, Ramachandra Reddy Layout, Mangammanapalya, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)",midday,10,0.6491
ZONE_211,"16th Main Road, BTM Layout / Mico Layout Zone",12.920071939344261,77.61039949508198,61,61,24.19,Medium,Mico Layout,"16th Main Road, 18th Main Road Junction, BTM Layout Stage 1, Bengaluru, Karnataka. Pin-560029 (India)",midday,10,0.2295
ZONE_238,Mumbai Bengaluru Highway / Yeshwanthpura Zone,13.024484176528812,77.54766481068451,50,75,24.19,Medium,Yeshwanthpura,"Mumbai Bengaluru Highway, Vaishnavi Sapphire, Yeshwanthpur Industrial Area Phase 1, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",night,3,0.28
